num_processes,avg_arrival_gap,avg_burst,burst_variance,min_burst,max_burst,avg_priority,priority_variance,avg_memory,cpu_load_estimate,regime,fcfs_avg_waiting,fcfs_avg_turnaround,sjf_avg_waiting,sjf_avg_turnaround,srtf_avg_waiting,srtf_avg_turnaround,rr_avg_waiting,rr_avg_turnaround,priority_avg_waiting,priority_avg_turnaround,best_algorithm_by_waiting,best_algorithm_by_turnaround,best_algorithm
14,1.077,15.571,90.959,4,34,2.929,1.352,357.214,4.542,priority_correlated,91.143,106.714,58.5,74.071,58.5,74.071,117.429,133.0,59.857,75.429,SJF,SJF,SJF
7,0.333,5.143,3.551,3,7,2.429,1.959,467.714,4.0,near_simultaneous_uniform,16.429,21.571,11.286,16.429,11.286,16.429,20.143,25.286,16.0,21.143,SJF,SJF,SJF
17,3.875,18.353,65.405,1,29,3.353,1.875,540.588,3.429,high_arrival_spread,106.824,125.176,86.235,104.588,83.412,101.765,165.882,184.235,106.412,124.765,SJF,SJF,SJF
48,3.723,18.458,64.915,2,30,2.354,1.437,569.188,4.322,high_arrival_spread,346.708,365.167,249.708,268.167,247.583,266.042,519.146,537.604,338.0,356.458,SJF,SJF,SJF
18,0.118,13.056,2.386,11,15,3.222,1.395,435.444,5.0,near_simultaneous_uniform,111.444,124.5,102.722,115.778,102.444,115.5,197.722,210.778,110.333,123.389,SJF,SJF,SJF
19,0.111,9.263,2.194,7,11,2.632,1.496,507.053,5.0,near_simultaneous_uniform,82.684,91.947,74.579,83.842,74.579,83.842,135.737,145.0,86.0,95.263,SJF,SJF,SJF
16,3.8,18.375,60.484,6,29,2.938,1.934,495,3.419,high_arrival_spread,104.75,123.125,82.625,101.0,80.625,99.0,165.125,183.5,121.5,139.875,SJF,SJF,SJF
18,0.118,14.056,1.719,12,16,3.222,1.617,473.222,5.0,near_simultaneous_uniform,120.111,134.167,111.944,126.0,111.944,126.0,213.278,227.333,117.833,131.889,SJF,SJF,SJF
12,0.455,36.25,100.188,20,50,3,2.167,483.417,5.0,batch_long,206.833,243.083,175.583,211.833,164.167,200.417,330.333,366.583,180.083,216.333,SJF,SJF,SJF
11,0.7,13.545,297.339,2,53,2.364,1.504,731.091,2.483,interactive_short,103.727,117.273,42.636,56.182,22.0,35.545,41.636,55.182,62.364,75.909,RR,RR,RR
27,2,5.333,7.407,1,10,2.704,1.912,484.63,2.323,uniform_light,46.185,51.519,28.741,34.074,28.63,33.963,53.778,59.111,42.519,47.852,SJF,SJF,SJF
40,4.077,17.175,72.844,1,30,2.6,2.24,561.175,3.635,high_arrival_spread,266.3,283.475,171.2,188.375,170.35,187.525,361.7,378.875,234.225,251.4,SJF,SJF,SJF
19,0.111,17.421,1.086,15,19,2.684,2.006,505,5.0,near_simultaneous_uniform,155.474,172.895,150.632,168.053,150.632,168.053,289.632,307.053,157.211,174.632,SJF,SJF,SJF
49,0.167,4.388,73.299,1,52,1.918,0.606,553.633,3.583,interactive_short,140.102,144.49,80.755,85.143,47.959,52.347,69.245,73.633,100.286,104.673,RR,RR,RR
6,0.8,32.5,81.583,23,44,3.167,3.472,631.833,4.062,batch_long,72.833,105.333,64.833,97.333,64.833,97.333,128.833,161.333,66.5,99.0,SJF,SJF,SJF
11,1.1,25.818,85.785,12,36,2.364,1.686,531.182,5.0,uniform_heavy,113.0,138.818,97.091,122.909,96.364,122.182,190.818,216.636,128.727,154.545,SJF,SJF,SJF
23,1.909,4.696,9.69,1,10,3.261,1.584,524.261,2.077,uniform_light,36.391,41.087,20.609,25.304,19.174,23.87,39.826,44.522,40.391,45.087,SJF,SJF,SJF
24,3.913,17.042,59.707,4,30,3.125,1.693,535.625,3.408,high_arrival_spread,165.25,182.292,112.625,129.667,110.125,127.167,231.792,248.833,168.792,185.833,SJF,SJF,SJF
25,1.833,22.52,226.57,3,50,4.28,6.602,565.04,5.0,bursty_mixed,267.28,289.8,147.8,170.32,147.64,170.16,303.48,326.0,284.32,306.84,SJF,SJF,SJF
13,0.167,12.538,1.172,11,14,3.308,1.905,468.538,5.0,near_simultaneous_uniform,75.154,87.692,70.154,82.692,70.154,82.692,134.692,147.231,74.692,87.231,SJF,SJF,SJF
45,4,18.889,67.299,3,30,2.644,1.874,540.844,4.126,high_arrival_spread,317.911,336.8,230.644,249.533,230.356,249.244,480.244,499.133,312.911,331.8,SJF,SJF,SJF
24,4,15.625,69.734,2,28,2.833,1.722,517.458,3.125,high_arrival_spread,138.125,153.75,90.083,105.708,89.0,104.625,196.583,212.208,132.333,147.958,SJF,SJF,SJF
37,0.944,27.081,83.858,10,40,3.108,2.205,513.189,5.0,uniform_heavy,461.838,488.919,376.973,404.054,376.919,404.0,751.973,779.054,481.405,508.486,SJF,SJF,SJF
50,0.163,5.1,131.01,1,58,2.26,0.832,576.76,3.864,interactive_short,178.34,183.44,70.64,75.74,41.78,46.88,68.44,73.54,124.3,129.4,RR,RR,RR
38,0.216,6.737,188.72,1,60,2.237,1.075,574.263,3.765,interactive_short,187.368,194.105,78.132,84.868,42.368,49.105,64.789,71.526,87.211,93.947,RR,RR,RR
40,1.949,5.2,8.16,1,10,3.25,1.837,554.25,2.419,uniform_light,71.875,77.075,43.325,48.525,43.125,48.325,84.175,89.375,63.525,68.725,SJF,SJF,SJF
20,0.421,9.3,274.61,1,54,2.15,1.327,546.5,3.0,interactive_short,135.2,144.5,50.3,59.6,21.95,31.25,42.3,51.6,53.1,62.4,RR,RR,RR
7,0.833,16.143,237.551,1,39,3,2,503.571,2.568,interactive_short,71.143,87.286,33.429,49.571,19.0,35.143,38.571,54.714,34.857,51.0,SJF,SJF,RR
16,0.933,19.438,91.746,2,33,3.375,1.609,545.875,5.0,priority_correlated,127.312,146.75,95.938,115.375,94.875,114.312,188.688,208.125,97.875,117.312,SJF,SJF,SJF
20,0.105,19.1,1.79,17,21,3.25,2.587,600.9,5.0,near_simultaneous_uniform,177.15,196.25,173.0,192.1,173.0,192.1,333.5,352.6,178.5,197.6,SJF,SJF,SJF
25,1.917,5.64,7.67,1,10,3.04,1.638,551.56,2.518,uniform_light,40.84,46.48,27.0,32.64,26.8,32.44,55.04,60.68,37.96,43.6,SJF,SJF,SJF
34,1,19.118,105.398,2,39,3.235,1.651,566.706,5.0,priority_correlated,319.5,338.618,201.412,220.529,201.029,220.147,414.853,433.971,204.353,223.471,SJF,SJF,SJF
11,1.9,26.364,125.322,6,50,5,4.182,422.727,4.203,bursty_mixed,117.909,144.273,89.364,115.727,89.182,115.545,173.364,199.727,117.091,143.455,SJF,SJF,SJF
16,0.933,20.062,136.934,1,38,3.438,2.621,506,5.0,priority_correlated,161.75,181.812,95.125,115.188,93.75,113.812,192.25,212.312,96.0,116.062,SJF,SJF,SJF
26,1.88,5.385,9.544,1,10,2.808,1.463,538.115,2.456,uniform_light,39.423,44.808,27.192,32.577,26.962,32.346,53.0,58.385,49.615,55.0,SJF,SJF,SJF
29,3.893,18.276,52.82,4,29,3.207,1.612,593.103,3.841,high_arrival_spread,203.172,221.448,150.793,169.069,147.655,165.931,307.483,325.759,186.483,204.759,SJF,SJF,SJF
25,3.875,16,76.8,1,30,3.24,1.942,625.96,3.252,high_arrival_spread,123.6,139.6,90.12,106.12,89.32,105.32,181.92,197.92,135.64,151.64,SJF,SJF,SJF
7,0,16.571,1.388,15,18,2.714,1.347,519.429,5.0,near_simultaneous_uniform,50.857,67.429,47.429,64.0,47.429,64.0,92.143,108.714,50.429,67.0,SJF,SJF,SJF
44,0.93,21.409,141.878,2,40,3.341,2.361,553.841,5.0,priority_anticorrelated,386.227,407.636,295.75,317.159,294.386,315.795,575.75,597.159,587.523,608.932,SJF,SJF,SJF
18,0.118,13.389,2.127,12,16,3.5,1.917,556.389,5.0,near_simultaneous_uniform,111.556,124.944,105.556,118.944,105.556,118.944,192.833,206.222,112.667,126.056,SJF,SJF,SJF
44,1.023,20.318,145.944,1,40,3.409,2.651,575.341,5.0,priority_correlated,437.341,457.659,269.386,289.705,266.864,287.182,531.523,551.841,272.386,292.705,SJF,SJF,Priority
32,0.258,7,198.625,1,57,2.219,0.921,527.094,3.446,interactive_short,165.031,172.031,66.75,73.75,31.5,38.5,53.219,60.219,92.219,99.219,RR,RR,RR
11,0.2,11.273,3.107,9,13,3,1.455,608,5.0,near_simultaneous_uniform,53.273,64.545,50.182,61.455,50.182,61.455,97.273,108.545,56.909,68.182,SJF,SJF,SJF
34,0.97,24.824,57.263,10,38,3.676,1.278,566.265,5.0,uniform_heavy,384.5,409.324,319.059,343.882,318.706,343.529,631.529,656.353,359.118,383.941,SJF,SJF,SJF
29,0.929,26.034,61.413,14,40,2.621,1.96,535.138,5.0,uniform_heavy,358.172,384.207,284.69,310.724,284.69,310.724,571.862,597.897,356.172,382.207,SJF,SJF,SJF
14,0.385,38.786,67.454,24,49,3.286,2.204,575.357,5.0,batch_long,246.786,285.571,220.929,259.714,218.0,256.786,429.786,468.571,237.357,276.143,SJF,SJF,SJF
39,0.184,6.667,204.684,1,59,2.026,1.204,490.256,3.939,interactive_short,189.128,195.795,38.513,45.179,38.513,45.179,64.385,71.051,48.718,55.385,SJF,SJF,SJF
10,0.222,15.1,2.09,13,17,3.2,1.56,541.2,5.0,near_simultaneous_uniform,63.6,78.7,63.0,78.1,63.0,78.1,119.1,134.2,67.2,82.3,SJF,SJF,FCFS
39,0.211,5.949,150.51,1,59,2.128,0.932,506.692,3.463,interactive_short,167.256,173.205,78.872,84.821,36.718,42.667,62.513,68.462,89.59,95.538,RR,RR,RR
45,0.977,23.622,89.168,10,39,3.067,2.196,528.422,5.0,uniform_heavy,503.711,527.333,377.356,400.978,376.511,400.133,764.911,788.533,525.378,549.0,SJF,SJF,SJF
39,4.053,16,51.795,2,29,2.897,2.041,507.744,3.41,high_arrival_spread,217.41,233.41,157.256,173.256,154.359,170.359,326.846,342.846,214.718,230.718,SJF,SJF,SJF
18,1.765,5.667,6.889,1,10,3.111,2.21,555.889,2.55,uniform_light,40.056,45.722,26.167,31.833,25.944,31.611,53.389,59.056,39.944,45.611,SJF,SJF,SJF
32,1.032,21.781,132.858,1,39,3.688,2.152,454.469,5.0,priority_correlated,351.094,372.875,218.938,240.719,218.031,239.812,450.594,472.375,223.406,245.188,SJF,SJF,SJF
33,0.25,5.879,118.47,1,50,2.273,0.623,507.455,3.345,interactive_short,141.03,146.909,75.091,80.97,32.545,38.424,57.061,62.939,94.091,99.97,RR,RR,RR
7,2.167,4.429,8.816,1,10,3.429,1.388,463.571,1.348,uniform_light,11.286,15.714,6.0,10.429,5.0,9.429,12.286,16.714,10.286,14.714,SJF,SJF,SJF
19,0.889,25.526,96.565,11,38,3.263,2.194,406,5.0,uniform_heavy,229.789,255.316,173.684,199.211,168.421,193.947,341.368,366.895,229.842,255.368,SJF,SJF,SJF
36,0.229,6.139,147.175,1,51,2.222,0.951,596.528,3.746,interactive_short,162.778,168.917,68.861,75.0,35.556,41.694,60.417,66.556,78.389,84.528,RR,RR,RR
38,4.054,14.711,90.627,1,30,3.158,2.133,604.526,3.106,high_arrival_spread,194.763,209.474,110.368,125.079,109.921,124.632,238.684,253.395,195.289,210.0,SJF,SJF,SJF
29,4.071,17.69,75.593,2,30,2.724,1.648,516.966,3.562,high_arrival_spread,173.655,191.345,128.759,146.448,127.241,144.931,256.0,273.69,182.931,200.621,SJF,SJF,SJF
8,2,3.25,5.938,1,9,2.875,2.859,558.125,1.13,uniform_light,3.125,6.375,3.0,6.25,1.5,4.75,2.25,5.5,3.125,6.375,RR,RR,RR
38,0.216,6.211,150.798,1,55,2.053,0.892,571.974,3.746,interactive_short,167.816,174.026,74.632,80.842,39.316,45.526,62.079,68.289,96.289,102.5,RR,RR,RR
8,0.286,17.125,2.359,15,19,2.75,1.938,468.625,5.0,near_simultaneous_uniform,61.375,78.5,55.5,72.625,55.5,72.625,110.125,127.25,60.5,77.625,SJF,SJF,SJF
8,1,20.75,576.438,1,55,2.75,1.188,511.5,2.677,interactive_short,115.375,136.125,50.125,70.875,24.125,44.875,50.375,71.125,55.75,76.5,SJF,SJF,RR
42,1.951,5.857,11.17,1,10,2.929,1.971,578.905,2.733,uniform_light,80.381,86.238,50.238,56.095,49.571,55.429,101.286,107.143,75.167,81.024,SJF,SJF,SJF
6,1.2,23.5,117.25,10,39,3.167,1.806,482.333,3.133,uniform_heavy,62.333,85.833,53.667,77.167,39.833,63.333,79.167,102.667,68.0,91.5,SJF,SJF,SJF
22,0.952,21.864,112.027,4,37,3.591,1.787,566.727,5.0,priority_correlated,218.773,240.636,155.136,177.0,152.818,174.682,309.136,331.0,156.955,178.818,SJF,SJF,SJF
6,1,38.667,76.556,25,50,3.5,1.583,546.5,4.218,batch_long,101.167,139.833,90.333,129.0,81.333,120.0,161.667,200.333,100.667,139.333,SJF,SJF,SJF
34,1,19.882,120.221,1,40,3.471,2.131,517.235,5.0,priority_correlated,289.147,309.029,209.618,229.5,208.559,228.441,405.118,425.0,214.118,234.0,SJF,SJF,SJF
32,1,27.625,61.109,11,38,2.688,1.84,519.375,5.0,uniform_heavy,426.562,454.188,342.281,369.906,342.281,369.906,686.375,714.0,439.094,466.719,SJF,SJF,SJF
8,0.286,5.75,1.938,3,7,2.875,2.859,464,5.0,near_simultaneous_uniform,17.875,23.625,16.0,21.75,16.0,21.75,25.625,31.375,18.25,24.0,SJF,SJF,SJF
17,0.125,8.765,2.533,7,11,2.588,2.36,489.471,5.0,near_simultaneous_uniform,67.0,75.765,61.706,70.471,61.706,70.471,106.647,115.412,68.824,77.588,SJF,SJF,SJF
49,1,19.102,137.724,1,39,3.347,2.431,480.633,5.0,priority_correlated,429.265,448.367,272.245,291.347,272.122,291.224,545.735,564.837,276.061,295.163,SJF,SJF,Priority
15,0.357,36.8,83.893,21,48,2.4,1.307,518.133,5.0,batch_long,256.2,293.0,216.8,253.6,216.8,253.6,433.867,470.667,246.267,283.067,SJF,SJF,SJF
15,2,19.8,124.027,2,41,4,6.667,536,4.304,bursty_mixed,151.0,170.8,93.533,113.333,84.733,104.533,176.133,195.933,129.467,149.267,SJF,SJF,SJF
30,1.931,28.1,194.557,3,50,4.6,4.373,598.2,5.0,bursty_mixed,397.533,425.633,279.5,307.6,267.6,295.7,546.767,574.867,354.633,382.733,SJF,SJF,SJF
26,0.96,21.615,108.929,2,40,3.346,1.842,425.577,5.0,priority_anticorrelated,263.808,285.423,183.923,205.538,183.5,205.115,365.423,387.038,328.308,349.923,SJF,SJF,SJF
42,1.024,21.81,109.726,4,39,3.69,1.928,549.714,5.0,priority_correlated,410.524,432.333,298.976,320.786,297.833,319.643,601.929,623.738,306.19,328.0,SJF,SJF,Priority
32,0.968,22.969,147.218,1,40,3.812,2.59,520.5,5.0,priority_correlated,351.344,374.312,239.812,262.781,236.844,259.812,474.469,497.438,243.562,266.531,SJF,SJF,Priority
13,0.167,9.154,1.361,7,11,3.154,2.13,563,5.0,near_simultaneous_uniform,54.385,63.538,49.769,58.923,49.692,58.846,93.0,102.154,55.077,64.231,SJF,SJF,SJF
30,0.276,6.833,146.939,1,52,2.467,0.916,554,3.417,interactive_short,141.733,148.567,69.867,76.7,35.467,42.3,56.467,63.3,76.733,83.567,RR,RR,RR
11,0.2,7.818,2.512,6,10,2.182,1.785,439.818,5.0,near_simultaneous_uniform,36.909,44.727,33.364,41.182,33.364,41.182,59.636,67.455,36.0,43.818,SJF,SJF,SJF
13,0.167,7.692,2.213,6,10,3,2,600.846,5.0,near_simultaneous_uniform,45.769,53.462,40.923,48.615,40.077,47.769,74.615,82.308,43.923,51.615,SJF,SJF,SJF
9,0.25,15.778,1.506,14,18,2.778,1.284,339.333,5.0,near_simultaneous_uniform,63.333,79.111,59.444,75.222,59.444,75.222,112.778,128.556,63.111,78.889,SJF,SJF,SJF
18,0.412,7.944,137.719,1,36,2.5,1.25,537.778,3.326,interactive_short,98.667,106.611,44.5,52.444,21.889,29.833,39.611,47.556,52.444,60.389,RR,RR,RR
21,1.85,22.333,277.746,1,50,4.095,3.61,646.714,5.0,bursty_mixed,231.476,253.81,114.333,136.667,113.095,135.429,237.238,259.571,150.524,172.857,SJF,SJF,SJF
18,0.118,8.778,2.617,7,11,2.5,1.583,523.611,5.0,near_simultaneous_uniform,74.944,83.722,65.444,74.222,65.444,74.222,120.833,129.611,73.833,82.611,SJF,SJF,SJF
10,1,17.6,131.84,3,34,3.1,2.09,460.3,4.093,priority_correlated,73.8,91.4,59.5,77.1,45.0,62.6,84.9,102.5,59.7,77.3,SJF,SJF,SJF
5,2.5,4.8,7.36,1,9,1.4,0.24,677.2,1.263,uniform_light,6.0,10.8,5.6,10.4,4.0,8.8,8.4,13.2,6.0,10.8,SJF,SJF,SJF
15,0.143,15.333,2.756,13,17,3.667,1.822,542.8,5.0,near_simultaneous_uniform,106.467,121.8,99.867,115.2,99.867,115.2,197.8,213.133,107.4,122.733,SJF,SJF,SJF
47,1,27.574,59.393,11,40,2.681,2.175,511.83,5.0,uniform_heavy,627.255,654.83,515.404,542.979,510.915,538.489,1029.021,1056.596,615.66,643.234,SJF,SJF,SJF
13,1.917,4.308,7.136,1,10,2.769,2.178,488.923,1.697,uniform_light,18.769,23.077,9.769,14.077,9.538,13.846,19.385,23.692,14.0,18.308,SJF,SJF,SJF
5,0.75,18.8,150.16,3,32,3.8,2.16,592.6,2.686,priority_anticorrelated,43.0,61.8,33.0,51.8,21.2,40.0,41.8,60.6,52.2,71.0,SJF,SJF,SJF
6,0.6,22.667,97.556,11,37,3.833,1.472,261.667,3.4,uniform_heavy,56.333,79.0,43.0,65.667,39.0,61.667,77.833,100.5,61.167,83.833,SJF,SJF,SJF
24,1.043,21.5,116.167,5,38,3.375,1.651,559.917,5.0,priority_anticorrelated,233.75,255.25,178.708,200.208,164.292,185.792,330.125,351.625,305.375,326.875,SJF,SJF,SJF
36,1.029,18.222,128.34,1,39,3.167,2.083,591.111,5.0,priority_correlated,275.25,293.472,185.194,203.417,185.028,203.25,367.722,385.944,187.778,206.0,SJF,SJF,SJF
35,0.235,6.171,145.913,1,50,2.029,1.342,486.971,3.724,interactive_short,156.371,162.543,69.086,75.257,35.829,42.0,57.286,63.457,74.4,80.571,RR,RR,RR
27,0.308,7.593,217.353,1,58,2.111,0.914,514.259,3.106,interactive_short,155.296,162.889,60.852,68.444,27.481,35.074,48.556,56.148,92.296,99.889,RR,RR,RR
11,2.4,17.091,89.355,2,30,2.545,2.066,460.455,3.481,high_arrival_spread,69.545,86.636,48.455,65.545,46.636,63.727,91.455,108.545,79.727,96.818,SJF,SJF,SJF
5,0.5,11.8,2.16,9,13,2.6,2.64,464.2,3.933,near_simultaneous_uniform,23.2,35.0,22.0,33.8,21.4,33.2,42.4,54.2,23.2,35.0,SJF,SJF,FCFS
14,0.154,6.071,1.781,4,8,2.857,1.98,740.571,5.0,near_simultaneous_uniform,40.214,46.286,33.429,39.5,33.214,39.286,57.857,63.929,39.0,45.071,SJF,SJF,SJF
25,3.792,16.56,79.046,2,29,3.04,1.878,495.12,3.45,high_arrival_spread,153.2,169.76,100.76,117.32,99.52,116.08,212.0,228.56,164.6,181.16,SJF,SJF,SJF
15,0.143,5.667,2.356,4,8,2.933,1.929,482.6,5.0,near_simultaneous_uniform,38.933,44.6,32.8,38.467,32.8,38.467,53.533,59.2,37.467,43.133,SJF,SJF,SJF
37,1.889,5.135,8.279,1,10,2.73,2.305,622.081,2.436,uniform_light,44.081,49.216,31.541,36.676,31.459,36.595,55.405,60.541,52.0,57.135,SJF,SJF,SJF
47,1.978,6.106,8.521,1,10,3.213,1.572,483.128,2.842,uniform_light,92.766,98.872,60.128,66.234,59.745,65.851,118.106,124.213,89.979,96.085,SJF,SJF,SJF
20,0.105,4.7,2.41,3,7,2.85,1.927,546.6,5.0,near_simultaneous_uniform,42.25,46.95,35.35,40.05,35.35,40.05,54.55,59.25,39.35,44.05,SJF,SJF,SJF
10,4.222,13.9,66.49,2,28,2.6,1.84,478.3,2.106,high_arrival_spread,50.7,64.6,26.7,40.6,26.7,40.6,56.9,70.8,40.5,54.4,SJF,SJF,SJF
18,1,18,124.222,1,36,3.056,2.052,607,5.0,priority_correlated,146.167,164.167,88.5,106.5,88.278,106.278,176.333,194.333,90.5,108.5,SJF,SJF,SJF
19,0.444,7.842,226.028,1,54,2.211,0.903,591.947,2.403,interactive_short,106.579,114.421,64.474,72.316,19.684,27.526,35.316,43.158,69.684,77.526,RR,RR,RR
26,0.24,8.615,251.083,1,55,2.115,1.025,529.231,3.672,interactive_short,169.077,177.692,73.769,82.385,33.154,41.769,55.462,64.077,85.192,93.808,RR,RR,RR
11,0.2,6.455,1.702,5,8,2.727,1.835,636.273,5.0,near_simultaneous_uniform,32.091,38.545,27.545,34.0,27.545,34.0,52.091,58.545,30.545,37.0,SJF,SJF,SJF
8,1,22.75,105.188,3,33,3.75,2.188,517.375,4.55,priority_correlated,69.5,92.25,54.625,77.375,54.125,76.875,104.75,127.5,55.125,77.875,SJF,SJF,SJF
33,1.938,5.121,8.47,1,10,2.485,1.765,602.758,2.347,uniform_light,48.576,53.697,29.485,34.606,29.242,34.364,60.485,65.606,47.636,52.758,SJF,SJF,SJF
49,1,22.531,111.269,2,39,3.245,1.858,475.857,5.0,priority_anticorrelated,544.735,567.265,373.449,395.98,372.878,395.408,754.082,776.612,657.878,680.408,SJF,SJF,SJF
16,1,19.188,129.652,1,38,3.25,2.438,669.312,5.0,priority_correlated,140.0,159.188,93.625,112.812,87.125,106.312,176.0,195.188,95.688,114.875,SJF,SJF,SJF
7,0.333,16.429,1.673,14,18,3.143,1.551,581.429,5.0,near_simultaneous_uniform,48.571,65.0,46.286,62.714,46.286,62.714,87.857,104.286,49.857,66.286,SJF,SJF,SJF
10,1.778,5.3,9.21,1,10,3.1,2.49,612.8,2.038,uniform_light,16.6,21.9,9.8,15.1,9.8,15.1,17.6,22.9,13.7,19.0,SJF,SJF,SJF
17,0.125,14.529,2.249,13,17,2.941,1.467,539.882,5.0,near_simultaneous_uniform,116.118,130.647,108.412,122.941,108.412,122.941,215.235,229.765,116.412,130.941,SJF,SJF,FCFS
38,1.027,23.579,144.033,1,40,3.868,2.377,545.5,5.0,priority_correlated,433.684,457.263,293.289,316.868,290.579,314.158,584.737,608.316,296.474,320.053,SJF,SJF,Priority
11,0.2,12.455,1.339,11,14,3.182,2.149,656.636,5.0,near_simultaneous_uniform,59.818,72.273,57.545,70.0,57.545,70.0,105.273,117.727,61.273,73.727,SJF,SJF,SJF
14,0.923,18.929,137.781,2,35,3.286,2.347,559.357,5.0,priority_correlated,106.571,125.5,71.714,90.643,71.571,90.5,140.786,159.714,73.071,92.0,SJF,SJF,Priority
30,0.241,5.067,74.396,1,43,2.267,0.862,571.1,3.04,interactive_short,100.1,105.167,31.433,36.5,31.433,36.5,47.5,52.567,45.833,50.9,SJF,SJF,SJF
30,1.828,5.267,7.729,1,10,3.233,1.579,673.033,2.508,uniform_light,40.6,45.867,28.3,33.567,28.3,33.567,49.967,55.233,51.433,56.7,SJF,SJF,SJF
26,1.04,22.654,99.149,2,40,3.231,1.716,533.731,5.0,priority_anticorrelated,276.462,299.115,199.577,222.231,199.154,221.808,400.038,422.692,329.577,352.231,SJF,SJF,SJF
19,0.111,13.105,1.673,11,15,3.211,2.061,435.053,5.0,near_simultaneous_uniform,117.158,130.263,110.105,123.211,110.105,123.211,204.368,217.474,118.316,131.421,SJF,SJF,SJF
13,0.333,34.385,101.929,21,48,2.692,1.905,609.154,5.0,batch_long,202.0,236.385,179.308,213.692,167.385,201.769,335.615,370.0,211.308,245.692,SJF,SJF,SJF
10,0.556,41.2,42.16,26,50,2.4,2.24,617,5.0,batch_long,176.4,217.6,166.6,207.8,165.9,207.1,325.9,367.1,186.4,227.6,SJF,SJF,SJF
49,0.167,4.857,111.102,1,53,2.367,0.926,456.776,3.902,interactive_short,177.857,182.714,85.388,90.245,40.449,45.306,72.878,77.735,110.694,115.551,RR,RR,RR
15,0.357,37.133,76.516,21,47,3,1.867,551.133,5.0,batch_long,260.267,297.4,222.4,259.533,222.4,259.533,440.667,477.8,271.067,308.2,SJF,SJF,SJF
20,0.421,7.6,158.54,1,44,2.4,0.94,471.95,2.923,interactive_short,109.15,116.75,42.45,50.05,19.95,27.55,39.15,46.75,67.95,75.55,RR,RR,RR
29,0.25,6.793,164.647,1,52,2.414,0.932,552.966,3.339,interactive_short,140.897,147.69,28.207,35.0,28.207,35.0,54.034,60.828,38.414,45.207,SJF,SJF,SJF
15,2,6.133,8.782,1,10,2.867,1.716,616.467,2.421,uniform_light,23.933,30.067,18.467,24.6,17.667,23.8,34.467,40.6,26.2,32.333,SJF,SJF,SJF
36,1.886,4,6.667,1,9,3.139,1.675,621.611,1.92,uniform_light,43.083,47.083,22.028,26.028,21.222,25.222,46.167,50.167,38.806,42.806,SJF,SJF,SJF
36,1.029,25.139,89.231,10,40,2.75,2.021,528.222,5.0,uniform_heavy,436.694,461.833,337.389,362.528,327.056,352.194,656.917,682.056,458.056,483.194,SJF,SJF,SJF
7,1.333,13.286,343.061,1,44,3.143,1.837,465.714,1.788,interactive_short,64.143,77.429,33.857,47.143,8.286,21.571,19.429,32.714,33.857,47.143,RR,RR,RR
18,0.882,25.833,66.139,11,40,3.333,2.111,605.333,5.0,uniform_heavy,219.167,245.0,176.111,201.944,173.278,199.111,344.722,370.556,218.111,243.944,SJF,SJF,SJF
30,4.138,14.733,76.396,1,29,3.133,1.782,604.333,2.966,high_arrival_spread,173.5,188.233,100.9,115.633,98.567,113.3,215.467,230.2,157.1,171.833,SJF,SJF,SJF
50,1.02,25.78,68.052,10,40,3.28,2.002,476.36,5.0,uniform_heavy,575.76,601.54,493.74,519.52,493.74,519.52,968.18,993.96,602.08,627.86,SJF,SJF,FCFS
48,1.021,19.958,115.957,1,40,3.438,1.996,585.375,5.0,priority_correlated,464.833,484.792,304.083,324.042,301.0,320.958,613.438,633.396,308.75,328.708,SJF,SJF,Priority
43,0.19,4.721,96.945,1,51,2.256,1.028,483.698,3.441,interactive_short,141.326,146.047,85.558,90.279,40.465,45.186,63.093,67.814,102.163,106.884,RR,RR,RR
16,2,4.938,10.434,1,10,2.688,2.715,520.125,1.975,uniform_light,28.375,33.312,15.188,20.125,14.188,19.125,31.438,36.375,22.062,27.0,SJF,SJF,SJF
7,0.333,19,1.143,17,20,3.429,2.816,633.571,5.0,near_simultaneous_uniform,57.714,76.714,54.714,73.714,54.714,73.714,105.714,124.714,57.857,76.857,SJF,SJF,SJF
7,0.333,8,3.143,6,10,3,2.571,513,4.667,near_simultaneous_uniform,20.429,28.429,19.143,27.143,19.143,27.143,34.571,42.571,22.143,30.143,SJF,SJF,SJF
15,1.071,15.867,132.649,2,37,2.933,2.596,550.533,4.577,priority_correlated,110.4,126.267,56.333,72.2,56.333,72.2,115.2,131.067,57.467,73.333,SJF,SJF,SJF
44,1.023,24.545,94.793,10,40,3.023,1.749,566.545,5.0,uniform_heavy,519.364,543.909,388.591,413.136,387.841,412.386,781.705,806.25,516.341,540.886,SJF,SJF,SJF
21,0.35,9.714,307.918,1,58,2.095,1.229,556.381,3.138,interactive_short,146.762,156.476,25.476,35.19,25.429,35.143,46.905,56.619,61.048,70.762,SJF,SJF,SJF
21,1.75,21.667,178.603,2,46,4.476,6.059,643.381,5.0,bursty_mixed,213.476,235.143,133.619,155.286,126.952,148.619,255.143,276.81,192.286,213.952,SJF,SJF,SJF
11,0.2,9.455,1.339,7,11,2.636,1.14,606.455,5.0,near_simultaneous_uniform,44.909,54.364,43.0,52.455,43.0,52.455,78.273,87.727,44.273,53.727,SJF,SJF,SJF
9,0.875,24.333,84.667,5,39,4,1.333,589,4.761,priority_correlated,85.222,109.556,73.0,97.333,71.778,96.111,144.222,168.556,73.556,97.889,SJF,SJF,SJF
